DesignName,ParticipantID,TrialID,Block1,Letter1,Letter2,Modifier1,Modifier2,Size
2key,17,7296,96,Middle,Middle,CMD,CMD,2
2key,17,7297,97,Left,Right,CMD_Alt_Shift,CMD,2
2key,17,7298,98,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,17,7299,99,Middle,Middle,CMD,CMD_Shift,2
2key,17,7300,100,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7301,101,Left,Middle,None,CMD_Alt_Shift,1
2key,17,7302,102,Left,Right,CMD_Shift,None,2
2key,17,7303,103,Left,Middle,CMD_Alt_Shift,CMD,2
2key,17,7304,104,Left,Left,CMD_Alt_Shift,CMD_Shift,2
2key,17,7305,105,Left,Left,Alt,CMD_Shift,2
2key,17,7306,106,Left,Right,CMD,CMD,2
2key,17,7307,107,Middle,Right,None,CMD,2
2key,17,7308,108,Right,Right,CMD,None,2
2key,17,7309,109,Left,Left,CMD,None,2
2key,17,7310,110,Right,Left,CMD_Shift,CMD_Alt_Shift,1
2key,17,7311,111,Middle,Left,None,Alt,1
2key,17,7312,112,Right,Right,CMD_Shift,Alt,1
2key,17,7313,113,Middle,Right,None,None,1
2key,17,7314,114,Middle,Right,CMD,Alt,2
2key,17,7315,115,Left,Right,Alt,CMD_Alt_Shift,2
2key,17,7316,116,Middle,Right,Alt,None,1
2key,17,7317,117,Middle,Left,CMD,CMD,2
2key,17,7318,118,Middle,Right,None,CMD_Alt_Shift,2
2key,17,7319,119,Left,Right,Alt,None,2
2key,17,7320,120,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,17,7321,121,Left,Left,Alt,CMD_Shift,1
2key,17,7322,122,Right,Middle,Alt,CMD,1
2key,17,7323,123,Right,Right,CMD_Shift,CMD_Shift,1
2key,17,7324,124,Right,Middle,Alt,CMD,2
2key,17,7325,125,Left,Right,CMD,CMD_Alt_Shift,1
2key,17,7326,126,Middle,Left,None,CMD_Alt_Shift,2
2key,17,7327,127,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,17,7328,128,Middle,Left,None,CMD_Shift,1
2key,17,7329,129,Left,Right,CMD,Alt,1
2key,17,7330,130,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7331,131,Left,Right,CMD_Shift,Alt,1
2key,17,7332,132,Right,Left,None,CMD_Alt_Shift,2
2key,17,7333,133,Right,Left,None,CMD_Alt_Shift,1
2key,17,7334,134,Middle,Middle,Alt,None,2
2key,17,7335,135,Middle,Middle,CMD_Shift,None,1
2key,17,7336,136,Left,Middle,CMD_Alt_Shift,Alt,2
2key,17,7337,137,Left,Left,Alt,Alt,1
2key,17,7338,138,Middle,Left,Alt,CMD,1
2key,17,7339,139,Middle,Left,CMD_Shift,Alt,1
2key,17,7340,140,Left,Middle,Alt,Alt,1
2key,17,7341,141,Left,Middle,None,Alt,2
2key,17,7342,142,Left,Left,CMD_Shift,CMD,1
2key,17,7343,143,Middle,Right,Alt,CMD_Shift,1
2key,17,7344,144,Right,Right,CMD_Shift,CMD_Alt_Shift,1
2key,17,7345,145,Middle,Left,None,CMD,2
2key,17,7346,146,Middle,Left,CMD_Shift,None,2
2key,17,7347,147,Left,Middle,None,None,1
2key,17,7348,148,Left,Right,CMD,CMD_Shift,2
2key,17,7349,149,Left,Right,CMD_Alt_Shift,None,2
2key,17,7350,150,Left,Left,CMD_Alt_Shift,Alt,1
2key,17,7351,151,Right,Right,CMD,CMD,1
2key,17,7352,152,Right,Middle,None,Alt,1
2key,17,7353,153,Middle,Middle,CMD_Alt_Shift,CMD,2
2key,17,7354,154,Left,Middle,CMD_Alt_Shift,None,2
2key,17,7355,155,Middle,Middle,CMD_Alt_Shift,None,2
2key,17,7356,156,Left,Left,CMD_Alt_Shift,CMD_Shift,1
2key,17,7357,157,Middle,Middle,CMD_Shift,CMD,1
2key,17,7358,158,Right,Middle,CMD_Alt_Shift,Alt,2
2key,17,7359,159,Right,Middle,CMD,CMD_Shift,1
2key,17,7360,160,Right,Left,CMD_Alt_Shift,None,2
2key,17,7361,161,Right,Middle,Alt,None,1
2key,17,7362,162,Left,Right,CMD_Shift,CMD_Alt_Shift,2
2key,17,7363,163,Left,Left,CMD_Alt_Shift,None,2
2key,17,7364,164,Right,Middle,None,None,2
2key,17,7365,165,Middle,Middle,CMD,Alt,2
2key,17,7366,166,Left,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,17,7367,167,Left,Left,CMD_Shift,Alt,2
2key,17,7368,168,Left,Left,Alt,CMD_Alt_Shift,2
2key,17,7369,169,Left,Middle,CMD_Alt_Shift,None,1
2key,17,7370,170,Middle,Middle,None,CMD_Alt_Shift,2
2key,17,7371,171,Right,Left,Alt,None,2
2key,17,7372,172,Middle,Middle,None,Alt,1
2key,17,7373,173,Left,Left,Alt,None,2
2key,17,7374,174,Middle,Left,Alt,None,1
2key,17,7375,175,Right,Left,CMD,Alt,1
2key,17,7376,176,Right,Left,CMD_Shift,CMD_Shift,2
2key,17,7377,177,Right,Middle,Alt,CMD_Shift,2
2key,17,7378,178,Middle,Middle,None,None,2
2key,17,7379,179,Left,Right,CMD_Alt_Shift,Alt,1
2key,17,7380,180,Middle,Right,CMD_Alt_Shift,CMD,1
2key,17,7381,181,Middle,Right,CMD_Alt_Shift,Alt,2
2key,17,7382,182,Right,Right,CMD,Alt,2
2key,17,7383,183,Left,Left,Alt,CMD,2
2key,17,7384,184,Left,Left,None,CMD_Shift,2
2key,17,7385,185,Left,Left,None,CMD_Alt_Shift,1
2key,17,7386,186,Left,Right,Alt,CMD_Shift,2
2key,17,7387,187,Middle,Middle,CMD_Alt_Shift,CMD,1
2key,17,7388,188,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7389,189,Middle,Right,Alt,Alt,2
2key,17,7390,190,Middle,Middle,CMD,None,2
2key,17,7391,191,Middle,Left,Alt,None,2
2key,17,7392,192,Middle,Left,CMD_Shift,CMD,1
2key,17,7393,193,Middle,Left,CMD_Shift,CMD_Alt_Shift,1
2key,17,7394,194,Middle,Right,None,CMD_Shift,2
2key,17,7395,195,Right,Middle,CMD,Alt,1
2key,17,7396,196,Middle,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,17,7397,197,Right,Left,None,CMD,2
2key,17,7398,198,Middle,Middle,CMD,CMD_Alt_Shift,2
2key,17,7399,199,Left,Right,CMD_Shift,CMD,1
2key,17,7400,200,Middle,Right,CMD_Shift,CMD_Alt_Shift,1
2key,17,7401,201,Right,Left,Alt,Alt,2
2key,17,7402,202,Middle,Right,CMD,CMD_Shift,2
2key,17,7403,203,Right,Middle,Alt,CMD_Alt_Shift,1
2key,17,7404,204,Right,Right,CMD_Alt_Shift,Alt,2
2key,17,7405,205,Right,Left,CMD,CMD,2
2key,17,7406,206,Left,Right,None,CMD_Shift,2
2key,17,7407,207,Left,Middle,None,CMD,1
2key,17,7408,208,Middle,Right,Alt,CMD_Alt_Shift,2
2key,17,7409,209,Right,Left,CMD,CMD_Shift,1
2key,17,7410,210,Left,Left,Alt,CMD,1
2key,17,7411,211,Middle,Right,Alt,CMD_Alt_Shift,1
2key,17,7412,212,Left,Left,None,CMD,2
2key,17,7413,213,Left,Middle,Alt,CMD_Alt_Shift,2
2key,17,7414,214,Left,Left,None,None,1
2key,17,7415,215,Right,Right,None,CMD_Alt_Shift,1
2key,17,7416,216,Middle,Left,Alt,CMD_Alt_Shift,2
2key,17,7417,217,Left,Middle,Alt,CMD_Shift,2
2key,17,7418,218,Right,Right,Alt,None,1
2key,17,7419,219,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7420,220,Middle,Right,CMD,CMD,2
2key,17,7421,221,Left,Right,Alt,CMD,2
2key,17,7422,222,Middle,Middle,Alt,CMD,2
2key,17,7423,223,Left,Middle,None,None,2
2key,17,7424,224,Middle,Middle,None,CMD_Shift,1
2key,17,7425,225,Right,Right,CMD,CMD_Alt_Shift,1
2key,17,7426,226,Left,Middle,None,CMD_Shift,1
2key,17,7427,227,Middle,Middle,None,CMD_Alt_Shift,1
2key,17,7428,228,Middle,Right,CMD,CMD_Alt_Shift,2
2key,17,7429,229,Middle,Left,CMD_Shift,CMD_Shift,2
2key,17,7430,230,Right,Middle,CMD,CMD_Alt_Shift,2
2key,17,7431,231,Right,Left,CMD_Alt_Shift,None,1
2key,17,7432,232,Middle,Right,CMD_Alt_Shift,CMD_Shift,2
2key,17,7433,233,Middle,Right,CMD_Shift,None,1
2key,17,7434,234,Left,Middle,CMD_Shift,None,2
2key,17,7435,235,Left,Left,CMD_Shift,CMD,2
2key,17,7436,236,Middle,Right,CMD,CMD,1
2key,17,7437,237,Middle,Left,CMD_Alt_Shift,CMD,1
2key,17,7438,238,Right,Left,CMD_Alt_Shift,Alt,1
2key,17,7439,239,Left,Right,None,None,2
2key,17,7440,240,Middle,Right,Alt,CMD,1
2key,17,7441,241,Middle,Right,CMD_Shift,CMD_Alt_Shift,2
2key,17,7442,242,Left,Middle,CMD,CMD_Alt_Shift,2
2key,17,7443,243,Middle,Left,CMD_Shift,CMD_Alt_Shift,2
2key,17,7444,244,Middle,Left,None,CMD_Alt_Shift,1
2key,17,7445,245,Middle,Left,CMD,CMD_Alt_Shift,2
2key,17,7446,246,Middle,Right,CMD_Alt_Shift,CMD,2
2key,17,7447,247,Middle,Right,CMD_Alt_Shift,None,2
2key,17,7448,248,Left,Left,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7449,249,Left,Right,CMD_Alt_Shift,CMD,1
2key,17,7450,250,Left,Middle,None,CMD,2
2key,17,7451,251,Right,Left,None,None,2
2key,17,7452,252,Left,Right,CMD_Shift,Alt,2
2key,17,7453,253,Right,Middle,CMD_Alt_Shift,CMD,1
2key,17,7454,254,Middle,Right,CMD_Alt_Shift,CMD_Shift,1
2key,17,7455,255,Left,Right,CMD_Alt_Shift,CMD_Shift,1
2key,17,7456,256,Middle,Middle,CMD,CMD_Shift,1
2key,17,7457,257,Right,Left,CMD_Alt_Shift,CMD_Shift,2
2key,17,7458,258,Left,Middle,CMD,CMD,2
2key,17,7459,259,Right,Right,None,None,1
2key,17,7460,260,Middle,Left,CMD,CMD_Shift,2
2key,17,7461,261,Left,Left,CMD,None,1
2key,17,7462,262,Middle,Right,CMD_Shift,None,2
2key,17,7463,263,Left,Left,CMD,Alt,2
2key,17,7464,264,Right,Middle,Alt,CMD_Alt_Shift,2
2key,17,7465,265,Left,Middle,Alt,CMD,2
2key,17,7466,266,Middle,Left,CMD_Alt_Shift,CMD_Shift,2
2key,17,7467,267,Right,Right,CMD,CMD,2
2key,17,7468,268,Right,Left,CMD,None,1
2key,17,7469,269,Right,Right,Alt,CMD_Alt_Shift,2
2key,17,7470,270,Right,Right,None,CMD_Alt_Shift,2
2key,17,7471,271,Middle,Left,CMD,CMD,1
2key,17,7472,272,Left,Left,CMD,CMD_Shift,1
2key,17,7473,273,Middle,Left,None,CMD,1
2key,17,7474,274,Left,Right,CMD_Alt_Shift,CMD_Shift,2
2key,17,7475,275,Left,Right,CMD,CMD,1
2key,17,7476,276,Left,Right,CMD,CMD_Shift,1
2key,17,7477,277,Left,Left,None,CMD_Alt_Shift,2
2key,17,7478,278,Middle,Middle,CMD_Alt_Shift,Alt,1
2key,17,7479,279,Middle,Left,CMD_Alt_Shift,None,1
2key,17,7480,280,Middle,Middle,CMD_Shift,Alt,2
2key,17,7481,281,Right,Middle,CMD,Alt,2
2key,17,7482,282,Middle,Right,Alt,None,2
2key,17,7483,283,Middle,Right,CMD_Alt_Shift,None,1
2key,17,7484,284,Middle,Left,CMD_Alt_Shift,CMD_Shift,1
2key,17,7485,285,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7486,286,Left,Middle,CMD,None,2
2key,17,7487,287,Middle,Middle,None,CMD_Shift,2
2key,17,7488,288,Left,Middle,CMD_Alt_Shift,CMD,1
2key,17,7489,289,Right,Left,CMD_Alt_Shift,Alt,2
2key,17,7490,290,Right,Left,CMD_Alt_Shift,CMD_Shift,1
2key,17,7491,291,Middle,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,17,7492,292,Right,Middle,CMD,CMD_Shift,2
2key,17,7493,293,Middle,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,17,7494,294,Middle,Left,CMD,CMD_Shift,1
2key,17,7495,295,Right,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,17,7496,296,Left,Right,CMD,Alt,2
2key,17,7497,297,Middle,Left,CMD,None,2
2key,17,7498,298,Right,Right,CMD_Alt_Shift,CMD,2
2key,17,7499,299,Middle,Left,Alt,CMD_Shift,1
2key,17,7500,300,Right,Left,CMD,CMD,1
2key,17,7501,301,Right,Middle,CMD_Shift,None,2
2key,17,7502,302,Right,Middle,CMD,None,1
2key,17,7503,303,Right,Left,CMD,CMD_Shift,2
2key,17,7504,304,Right,Middle,CMD_Shift,Alt,1
2key,17,7505,305,Middle,Left,Alt,CMD_Alt_Shift,1
2key,17,7506,306,Left,Right,Alt,CMD,1
2key,17,7507,307,Right,Middle,None,CMD,2
2key,17,7508,308,Middle,Left,CMD_Alt_Shift,None,2
2key,17,7509,309,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7510,310,Right,Right,CMD,None,1
2key,17,7511,311,Left,Middle,Alt,CMD_Shift,1
2key,17,7512,312,Right,Right,Alt,Alt,2
2key,17,7513,313,Middle,Left,CMD_Shift,Alt,2
2key,17,7514,314,Left,Right,Alt,Alt,2
2key,17,7515,315,Left,Left,CMD_Alt_Shift,CMD,2
2key,17,7516,316,Left,Right,CMD_Shift,CMD_Shift,1
2key,17,7517,317,Right,Right,CMD,CMD_Alt_Shift,2
2key,17,7518,318,Right,Right,Alt,CMD_Shift,1
2key,17,7519,319,Middle,Middle,CMD_Shift,CMD_Shift,2
2key,17,7520,320,Left,Right,None,Alt,1
2key,17,7521,321,Middle,Left,None,CMD_Shift,2
2key,17,7522,322,Middle,Right,None,Alt,2
2key,17,7523,323,Left,Right,None,CMD,2
2key,17,7524,324,Right,Left,Alt,CMD_Shift,2
2key,17,7525,325,Right,Right,Alt,CMD,2
2key,17,7526,326,Right,Left,None,CMD_Shift,1
2key,17,7527,327,Right,Left,CMD,CMD_Alt_Shift,1
2key,17,7528,328,Left,Middle,CMD_Shift,Alt,2
2key,17,7529,329,Right,Left,Alt,CMD_Alt_Shift,1
2key,17,7530,330,Middle,Middle,Alt,CMD_Shift,1
2key,17,7531,331,Left,Right,CMD_Shift,CMD_Alt_Shift,1
2key,17,7532,332,Right,Middle,CMD_Shift,CMD_Shift,1
2key,17,7533,333,Right,Middle,None,CMD_Shift,1
2key,17,7534,334,Middle,Middle,None,Alt,2
2key,17,7535,335,Middle,Middle,CMD_Shift,None,2
2key,17,7536,336,Left,Right,CMD_Alt_Shift,Alt,2
2key,17,7537,337,Left,Left,None,None,2
2key,17,7538,338,Left,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,17,7539,339,Left,Left,CMD,CMD_Shift,2
2key,17,7540,340,Middle,Middle,CMD_Alt_Shift,CMD_Shift,1
2key,17,7541,341,Middle,Left,CMD,Alt,2
2key,17,7542,342,Left,Right,None,CMD,1
2key,17,7543,343,Middle,Middle,CMD_Shift,CMD,2
2key,17,7544,344,Middle,Middle,None,CMD,2
2key,17,7545,345,Right,Right,None,Alt,2
2key,17,7546,346,Right,Left,None,CMD_Shift,2
2key,17,7547,347,Right,Left,CMD_Shift,CMD,2
2key,17,7548,348,Middle,Right,Alt,CMD_Shift,2
2key,17,7549,349,Left,Left,CMD_Shift,None,2
2key,17,7550,350,Middle,Right,None,Alt,1
2key,17,7551,351,Middle,Left,CMD,CMD_Alt_Shift,1
2key,17,7552,352,Left,Middle,Alt,CMD,1
2key,17,7553,353,Right,Right,CMD,Alt,1
2key,17,7554,354,Middle,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,17,7555,355,Middle,Left,Alt,Alt,1
2key,17,7556,356,Right,Middle,CMD,None,2
2key,17,7557,357,Right,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,17,7558,358,Right,Right,CMD_Alt_Shift,CMD_Shift,2
2key,17,7559,359,Left,Right,None,Alt,2
2key,17,7560,360,Right,Left,Alt,CMD,2
2key,17,7561,361,Left,Left,CMD_Shift,CMD_Alt_Shift,2
2key,17,7562,362,Left,Middle,None,CMD_Alt_Shift,2
2key,17,7563,363,Right,Middle,CMD,CMD,2
2key,17,7564,364,Left,Middle,CMD,CMD,1
2key,17,7565,365,Left,Middle,CMD,CMD_Alt_Shift,1
2key,17,7566,366,Right,Right,CMD_Shift,None,2
2key,17,7567,367,Left,Right,Alt,Alt,1
2key,17,7568,368,Left,Left,CMD_Alt_Shift,None,1
2key,17,7569,369,Left,Middle,Alt,CMD_Alt_Shift,1
2key,17,7570,370,Left,Left,CMD,Alt,1
2key,17,7571,371,Left,Left,CMD,CMD,2
2key,17,7572,372,Right,Left,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,17,7573,373,Right,Middle,CMD_Shift,Alt,2
2key,17,7574,374,Right,Right,CMD_Alt_Shift,CMD,1
2key,17,7575,375,Left,Left,CMD_Shift,CMD_Shift,2
2key,17,7576,376,Left,Middle,CMD_Shift,CMD_Shift,1
2key,17,7577,377,Middle,Right,Alt,Alt,1
2key,17,7578,378,Middle,Left,CMD_Shift,CMD,2
2key,17,7579,379,Left,Middle,CMD_Shift,Alt,1
2key,17,7580,380,Right,Right,CMD_Shift,Alt,2
2key,17,7581,381,Left,Middle,CMD,Alt,1
2key,17,7582,382,Right,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,17,7583,383,Left,Right,Alt,None,1
2key,17,7584,384,Right,Middle,Alt,None,2
2key,17,7585,385,Right,Left,None,Alt,1
2key,17,7586,386,Right,Middle,CMD,CMD_Alt_Shift,1
2key,17,7587,387,Middle,Right,None,CMD,1
2key,17,7588,388,Left,Left,CMD,CMD,1
2key,17,7589,389,Middle,Left,None,None,2
2key,17,7590,390,Left,Left,None,CMD_Shift,1
2key,17,7591,391,Middle,Right,CMD_Shift,CMD,1
2key,17,7592,392,Right,Left,Alt,None,1
2key,17,7593,393,Right,Right,Alt,CMD_Shift,2
2key,17,7594,394,Left,Middle,Alt,None,1
2key,17,7595,395,Left,Right,None,CMD_Alt_Shift,2
2key,17,7596,396,Middle,Middle,CMD_Shift,Alt,1
2key,17,7597,397,Middle,Right,CMD_Shift,CMD_Shift,1
2key,17,7598,398,Middle,Middle,CMD_Shift,CMD_Shift,1
2key,17,7599,399,Right,Right,Alt,Alt,1
2key,17,7600,400,Middle,Middle,Alt,None,1
2key,17,7601,401,Middle,Left,CMD,Alt,1
2key,17,7602,402,Right,Right,None,CMD_Shift,2
2key,17,7603,403,Right,Left,CMD,None,2
2key,17,7604,404,Right,Left,CMD_Alt_Shift,CMD,1
2key,17,7605,405,Middle,Middle,CMD,CMD_Alt_Shift,1
2key,17,7606,406,Middle,Left,None,Alt,2
2key,17,7607,407,Middle,Right,None,CMD_Alt_Shift,1
2key,17,7608,408,Right,Left,CMD_Shift,Alt,1
2key,17,7609,409,Middle,Middle,Alt,CMD_Shift,2
2key,17,7610,410,Middle,Middle,Alt,CMD,1
2key,17,7611,411,Right,Right,CMD_Alt_Shift,None,1
2key,17,7612,412,Left,Right,CMD,None,1
2key,17,7613,413,Right,Middle,CMD_Alt_Shift,None,1
2key,17,7614,414,Right,Left,CMD,Alt,2
2key,17,7615,415,Right,Right,Alt,CMD,1
2key,17,7616,416,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,17,7617,417,Left,Right,None,None,1
2key,17,7618,418,Right,Left,Alt,CMD_Alt_Shift,2
2key,17,7619,419,Middle,Right,CMD,None,2
2key,17,7620,420,Left,Left,CMD_Shift,CMD_Alt_Shift,1
2key,17,7621,421,Middle,Left,CMD_Alt_Shift,CMD,2
2key,17,7622,422,Middle,Right,CMD_Shift,CMD_Shift,2
2key,17,7623,423,Right,Left,CMD_Shift,CMD_Shift,1
2key,17,7624,424,Left,Left,CMD_Alt_Shift,CMD,1
2key,17,7625,425,Middle,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,17,7626,426,Right,Left,CMD_Shift,Alt,2
2key,17,7627,427,Middle,Left,None,None,1
2key,17,7628,428,Left,Left,CMD_Shift,Alt,1
2key,17,7629,429,Left,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,17,7630,430,Middle,Middle,CMD_Alt_Shift,Alt,2
2key,17,7631,431,Left,Left,Alt,CMD_Alt_Shift,1
2key,17,7632,432,Right,Right,Alt,CMD_Alt_Shift,1
2key,17,7633,433,Middle,Right,CMD_Alt_Shift,Alt,1
2key,17,7634,434,Middle,Right,None,CMD_Shift,1
2key,17,7635,435,Middle,Right,CMD,CMD_Alt_Shift,1
2key,17,7636,436,Left,Middle,Alt,Alt,2
2key,17,7637,437,Right,Middle,Alt,Alt,2
2key,17,7638,438,Middle,Middle,None,None,1
2key,17,7639,439,Left,Right,None,CMD_Alt_Shift,1
2key,17,7640,440,Left,Left,None,Alt,1
2key,17,7641,441,Right,Middle,None,CMD_Alt_Shift,2
2key,17,7642,442,Left,Right,None,CMD_Shift,1
2key,17,7643,443,Right,Middle,None,CMD_Alt_Shift,1
2key,17,7644,444,Left,Left,Alt,None,1
2key,17,7645,445,Left,Left,CMD_Shift,None,1
2key,17,7646,446,Right,Left,CMD_Shift,None,2
2key,17,7647,447,Right,Middle,CMD_Shift,CMD_Shift,2
2key,17,7648,448,Right,Left,None,Alt,2
2key,17,7649,449,Left,Left,CMD,CMD_Alt_Shift,1
2key,17,7650,450,Right,Right,CMD_Shift,CMD_Alt_Shift,2
2key,18,7651,1,Right,Middle,None,CMD_Shift,1
2key,18,7652,2,Left,Middle,CMD,CMD_Alt_Shift,1
2key,18,7653,3,Left,Right,CMD_Shift,None,2
2key,18,7654,4,Left,Left,CMD_Shift,CMD_Shift,2
2key,18,7655,5,Left,Middle,None,Alt,2
2key,18,7656,6,Middle,Middle,CMD_Alt_Shift,None,2
2key,18,7657,7,Right,Middle,Alt,Alt,2
2key,18,7658,8,Left,Right,CMD,CMD,1
2key,18,7659,9,Left,Middle,CMD_Alt_Shift,Alt,2
2key,18,7660,10,Right,Middle,CMD_Alt_Shift,CMD_Shift,2
2key,18,7661,11,Right,Right,Alt,CMD,1
2key,18,7662,12,Left,Middle,Alt,CMD,1
2key,18,7663,13,Middle,Middle,Alt,CMD_Alt_Shift,2
2key,18,7664,14,Left,Middle,CMD_Shift,None,2
2key,18,7665,15,Right,Right,CMD_Shift,CMD,2
2key,18,7666,16,Left,Right,CMD_Alt_Shift,None,2
2key,18,7667,17,Middle,Left,CMD_Shift,None,2
2key,18,7668,18,Right,Left,Alt,Alt,2
2key,18,7669,19,Middle,Right,CMD,None,2
2key,18,7670,20,Middle,Middle,CMD,CMD,2
2key,18,7671,21,Left,Right,Alt,CMD_Alt_Shift,2
2key,18,7672,22,Right,Left,None,CMD,2
2key,18,7673,23,Middle,Middle,None,CMD,2
2key,18,7674,24,Middle,Middle,CMD,Alt,2
2key,18,7675,25,Right,Middle,None,None,2
2key,18,7676,26,Right,Middle,None,CMD_Alt_Shift,1
2key,18,7677,27,Middle,Middle,Alt,Alt,2
2key,18,7678,28,Middle,Left,CMD_Alt_Shift,Alt,2
2key,18,7679,29,Middle,Left,Alt,Alt,1
2key,18,7680,30,Right,Right,CMD,CMD_Alt_Shift,1
2key,18,7681,31,Left,Middle,CMD_Shift,Alt,1
2key,18,7682,32,Right,Right,CMD_Shift,None,2
2key,18,7683,33,Right,Right,CMD_Shift,CMD_Alt_Shift,1
2key,18,7684,34,Right,Middle,None,CMD,2
2key,18,7685,35,Middle,Left,Alt,CMD_Alt_Shift,1
2key,18,7686,36,Right,Middle,CMD_Shift,None,2
2key,18,7687,37,Right,Left,Alt,None,1
2key,18,7688,38,Right,Middle,CMD_Alt_Shift,Alt,2
2key,18,7689,39,Right,Left,CMD_Alt_Shift,Alt,1
2key,18,7690,40,Middle,Middle,CMD,None,2
2key,18,7691,41,Left,Middle,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,18,7692,42,Right,Middle,CMD,CMD,2
2key,18,7693,43,Middle,Left,Alt,CMD_Shift,1
2key,18,7694,44,Right,Right,CMD,CMD_Shift,2
2key,18,7695,45,Left,Left,Alt,CMD_Shift,1
2key,18,7696,46,Right,Right,None,CMD,1
2key,18,7697,47,Right,Right,None,Alt,2
2key,18,7698,48,Right,Right,CMD_Alt_Shift,CMD_Shift,2
2key,18,7699,49,Right,Middle,CMD_Shift,CMD,2
2key,18,7700,50,Middle,Left,CMD_Alt_Shift,CMD_Shift,1
2key,18,7701,51,Right,Right,None,CMD,2
2key,18,7702,52,Left,Middle,CMD,CMD_Shift,2
2key,18,7703,53,Right,Left,None,None,2
2key,18,7704,54,Right,Left,Alt,CMD_Shift,2
2key,18,7705,55,Right,Left,CMD_Shift,CMD,2
2key,18,7706,56,Left,Right,CMD_Shift,CMD_Alt_Shift,1
2key,18,7707,57,Right,Left,Alt,CMD,2
2key,18,7708,58,Right,Left,CMD_Alt_Shift,None,1
2key,18,7709,59,Middle,Right,CMD,CMD_Shift,2
2key,18,7710,60,Middle,Right,None,CMD,1
2key,18,7711,61,Middle,Middle,CMD_Shift,None,1
2key,18,7712,62,Left,Right,Alt,CMD_Shift,2
2key,18,7713,63,Middle,Right,CMD,Alt,2
2key,18,7714,64,Left,Middle,CMD,None,2
2key,18,7715,65,Right,Middle,Alt,CMD_Shift,2
2key,18,7716,66,Middle,Left,CMD,None,2
2key,18,7717,67,Right,Middle,CMD_Shift,Alt,1
2key,18,7718,68,Right,Right,None,Alt,1
2key,18,7719,69,Middle,Right,Alt,Alt,1
2key,18,7720,70,Right,Middle,CMD_Alt_Shift,CMD,1
2key,18,7721,71,Right,Middle,CMD_Alt_Shift,CMD_Alt_Shift,1
2key,18,7722,72,Middle,Right,CMD_Shift,Alt,2
2key,18,7723,73,Middle,Right,CMD_Shift,CMD_Shift,1
2key,18,7724,74,Left,Right,CMD_Shift,Alt,1
2key,18,7725,75,Right,Right,CMD_Alt_Shift,Alt,2
2key,18,7726,76,Middle,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
2key,18,7727,77,Left,Left,Alt,None,1
2key,18,7728,78,Middle,Right,CMD_Shift,Alt,1
2key,18,7729,79,Left,Right,Alt,None,1
2key,18,7730,80,Middle,Middle,Alt,CMD_Shift,1
2key,18,7731,81,Left,Left,None,CMD_Shift,1
2key,18,7732,82,Right,Middle,CMD_Alt_Shift,Alt,1
2key,18,7733,83,Left,Middle,CMD_Shift,CMD_Alt_Shift,2
2key,18,7734,84,Middle,Left,CMD_Shift,CMD_Shift,2
2key,18,7735,85,Left,Left,None,CMD,2
2key,18,7736,86,Right,Left,CMD_Shift,None,2
2key,18,7737,87,Left,Middle,None,CMD_Alt_Shift,1
2key,18,7738,88,Left,Middle,CMD_Shift,CMD_Alt_Shift,1
2key,18,7739,89,Left,Middle,CMD_Shift,CMD,2
2key,18,7740,90,Right,Middle,None,None,1
2key,18,7741,91,Right,Right,CMD_Shift,Alt,1
2key,18,7742,92,Right,Right,None,CMD_Shift,2
2key,18,7743,93,Right,Right,CMD_Alt_Shift,CMD,1
2key,18,7744,94,Left,Left,CMD_Alt_Shift,CMD_Shift,1
2key,18,7745,95,Left,Middle,CMD,CMD_Shift,1
2key,18,7746,96,Middle,Middle,CMD,Alt,1
2key,18,7747,97,Left,Right,CMD_Alt_Shift,Alt,1
2key,18,7748,98,Left,Right,CMD_Alt_Shift,CMD_Alt_Shift,2
